Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,4: Thursday (Th-Th),2: Peak AM (6am-10am),862,34,3,39.847,0.844,23.38,0.11,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1528,33,3,39.847,0.834,41.46,0.21,20.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1293,33,3,39.847,0.838,35.06,0.17,21.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,4: Thursday (Th-Th),5: Late PM (7pm-12am),825,33,3,39.847,0.822,22.37,0.12,21.000,26.000,39.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,5: Friday (F-F),0: All Day (12am-12am),5247,33,3,39.847,0.834,142.31,0.71,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,5: Friday (F-F),1: Early AM (12am-6am),100,35,3,39.847,0.884,2.71,0.01,24.000,29.000,42.000,48.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,5: Friday (F-F),2: Peak AM (6am-10am),864,33,3,39.847,0.836,23.45,0.12,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,5: Friday (F-F),3: Mid-Day (10am-3pm),1546,34,3,39.847,0.843,41.94,0.20,20.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,5: Friday (F-F),4: Peak PM (3pm-7pm),1509,34,3,39.847,0.844,40.92,0.19,22.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,5: Friday (F-F),5: Late PM (7pm-12am),1227,32,3,39.847,0.805,33.29,0.20,20.000,26.000,39.000,42.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,6: Saturday (Sa-Sa),0: All Day (12am-12am),4481,33,3,39.847,0.841,121.55,0.58,22.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,6: Saturday (Sa-Sa),1: Early AM (12am-6am),159,34,3,39.847,0.865,4.32,0.02,23.000,28.000,42.000,47.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),633,34,3,39.847,0.844,17.17,0.08,22.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1688,33,3,39.847,0.836,45.78,0.22,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1209,34,3,39.847,0.848,32.80,0.15,23.000,27.000,40.000,43.000
