Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,1: Monday (M-M),0: All Day (12am-12am),424,19,6,48.156,0.396,14.36,0.45,4.000,6.000,29.000,31.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,1: Monday (M-M),1: Early AM (12am-6am),56,18,7,48.156,0.382,1.90,0.06,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,1: Monday (M-M),2: Peak AM (6am-10am),70,21,6,48.156,0.438,2.37,0.06,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,1: Monday (M-M),3: Mid-Day (10am-3pm),100,21,6,48.156,0.441,3.38,0.09,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,1: Monday (M-M),4: Peak PM (3pm-7pm),106,19,6,48.156,0.404,3.60,0.11,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,1: Monday (M-M),5: Late PM (7pm-12am),92,15,8,48.156,0.316,3.11,0.14,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,2: Tuesday (Tu-Tu),0: All Day (12am-12am),538,21,6,48.156,0.431,18.25,0.50,5.000,8.000,41.000,69.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),32,N/A,N/A,N/A,N/A,1.09,N/A,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),141,20,6,48.156,0.411,4.79,0.14,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),156,23,5,48.156,0.476,5.28,0.12,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),116,20,6,48.156,0.421,3.92,0.11,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),93,20,6,48.156,0.419,3.17,0.09,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,3: Wednesday (W-W),0: All Day (12am-12am),612,20,6,48.156,0.425,20.73,0.58,5.000,7.000,33.000,40.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,3: Wednesday (W-W),1: Early AM (12am-6am),42,19,6,48.156,0.399,1.42,0.04,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,3: Wednesday (W-W),2: Peak AM (6am-10am),112,16,8,48.156,0.335,3.80,0.16,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,3: Wednesday (W-W),3: Mid-Day (10am-3pm),157,23,5,48.156,0.483,5.32,0.12,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,3: Wednesday (W-W),4: Peak PM (3pm-7pm),189,18,7,48.156,0.382,6.41,0.22,6.000,7.000,33.000,34.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,3: Wednesday (W-W),5: Late PM (7pm-12am),111,25,5,48.156,0.515,3.78,0.07,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,4: Thursday (Th-Th),0: All Day (12am-12am),458,19,6,48.156,0.393,15.51,0.50,4.000,6.000,28.000,40.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,4: Thursday (Th-Th),1: Early AM (12am-6am),42,24,5,48.156,0.491,1.43,0.03,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,4: Thursday (Th-Th),2: Peak AM (6am-10am),152,16,7,48.156,0.338,5.14,0.21,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),140,22,6,48.156,0.450,4.76,0.12,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),87,14,9,48.156,0.297,2.96,0.15,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,4: Thursday (Th-Th),5: Late PM (7pm-12am),36,N/A,N/A,N/A,N/A,1.22,N/A,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,5: Friday (F-F),0: All Day (12am-12am),641,20,6,48.156,0.425,21.71,0.61,4.000,6.000,38.000,46.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,5: Friday (F-F),1: Early AM (12am-6am),2,N/A,N/A,N/A,N/A,0.07,N/A,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,5: Friday (F-F),2: Peak AM (6am-10am),106,22,6,48.156,0.453,3.60,0.09,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,5: Friday (F-F),3: Mid-Day (10am-3pm),166,21,6,48.156,0.431,5.61,0.15,4.000,7.000,16.000,56.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,5: Friday (F-F),4: Peak PM (3pm-7pm),182,21,6,48.156,0.442,6.16,0.16,2.000,12.000,40.000,50.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,5: Friday (F-F),5: Late PM (7pm-12am),185,19,7,48.156,0.388,6.27,0.21,5.000,5.000,34.000,48.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,6: Saturday (Sa-Sa),0: All Day (12am-12am),364,24,5,48.156,0.491,12.34,0.27,7.000,8.000,40.000,48.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,6: Saturday (Sa-Sa),1: Early AM (12am-6am),28,20,6,48.156,0.408,0.93,0.03,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),43,29,4,48.156,0.593,1.44,0.02,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),107,26,5,48.156,0.547,3.64,0.06,7.000,8.000,48.000,50.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),100,23,5,48.156,0.479,3.40,0.08,8.000,8.000,34.000,39.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),86,20,6,48.156,0.414,2.92,0.09,5.000,8.000,36.000,42.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,7: Sunday (Su-Su),0: All Day (12am-12am),247,26,5,48.156,0.532,8.39,0.15,5.000,9.000,40.000,54.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,7: Sunday (Su-Su),1: Early AM (12am-6am),13,N/A,N/A,N/A,N/A,0.44,N/A,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,7: Sunday (Su-Su),2: Peak AM (6am-10am),25,28,4,48.156,0.575,0.83,0.01,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),91,29,4,48.156,0.593,3.07,0.04,5.000,21.000,47.000,71.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),52,26,5,48.156,0.542,1.76,0.03,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,7: Sunday (Su-Su),5: Late PM (7pm-12am),67,19,7,48.156,0.385,2.28,0.08,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-03,0: All Days (M-Su),0: All Day (12am-12am),408,23,5,39.457,0.587,13.83,0.25,6.000,8.000,40.000,47.000
