Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,3: Wednesday (W-W),4: Peak PM (3pm-7pm),200,17,65,20.504,0.811,60.27,0.69,4.000,10.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,3: Wednesday (W-W),5: Late PM (7pm-12am),151,17,65,20.504,0.819,45.61,0.49,4.000,11.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,4: Thursday (Th-Th),0: All Day (12am-12am),758,17,65,20.504,0.810,228.76,2.61,4.000,10.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,4: Thursday (Th-Th),1: Early AM (12am-6am),50,18,60,20.504,0.882,15.13,0.10,6.000,11.000,25.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,4: Thursday (Th-Th),2: Peak AM (6am-10am),116,16,66,20.504,0.799,35.06,0.43,2.000,9.000,25.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),214,16,66,20.504,0.799,64.66,0.79,4.000,10.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),212,17,65,20.504,0.816,64.07,0.70,4.000,9.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,4: Thursday (Th-Th),5: Late PM (7pm-12am),165,16,66,20.504,0.804,49.84,0.59,4.000,10.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,5: Friday (F-F),0: All Day (12am-12am),684,17,64,20.504,0.833,206.45,2.01,4.000,9.000,25.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,5: Friday (F-F),1: Early AM (12am-6am),43,19,57,20.504,0.932,12.90,0.05,3.000,8.000,27.000,32.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,5: Friday (F-F),2: Peak AM (6am-10am),122,18,62,20.504,0.854,36.85,0.31,3.000,10.000,25.000,29.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,5: Friday (F-F),3: Mid-Day (10am-3pm),208,17,65,20.504,0.817,62.68,0.68,4.000,9.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,5: Friday (F-F),4: Peak PM (3pm-7pm),185,17,64,20.504,0.834,55.71,0.54,5.000,10.000,25.000,29.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,5: Friday (F-F),5: Late PM (7pm-12am),127,17,66,20.504,0.806,38.31,0.45,5.000,9.000,24.000,26.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,6: Saturday (Sa-Sa),0: All Day (12am-12am),680,17,64,20.504,0.832,205.37,2.02,5.000,11.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,6: Saturday (Sa-Sa),1: Early AM (12am-6am),48,18,59,20.504,0.893,14.35,0.08,4.000,11.000,25.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),72,17,64,20.504,0.828,21.74,0.22,6.000,11.000,24.000,26.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),176,17,64,20.504,0.822,52.99,0.56,4.000,10.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),206,17,64,20.504,0.828,62.03,0.63,6.000,11.000,25.000,27.000
